cve_id,status,profile_det_id,previous_scan_profile_id,container_fullname,container_id,slim_scan_date,package_det_id,profile_det_id,purl,virtual_path,namespace,severity,fix_state
CVE-2014-8130,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-16232,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-17973,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-5563,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-9117,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-10126,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1056,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1210,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,wont-fix
CVE-2022-1354,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-1355,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-1622,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-1623,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-2056,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-2058,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-2519,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-2520,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-2521,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-2867,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-2868,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-2869,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-2953,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-34526,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-3570,New,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Critical,not-fixed
CVE-2022-3597,New,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,not-fixed
CVE-2022-3598,New,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,not-fixed
CVE-2022-3599,New,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,not-fixed
CVE-2022-3626,New,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,not-fixed
CVE-2022-3627,New,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,not-fixed
CVE-2022-3970,New,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190048,27817,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Unknown,not-fixed
CVE-2021-39537,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190049,27817,pkg:deb/debian/libtinfo6@6.2+20201114-2?arch=amd64&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-29458,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190049,27817,pkg:deb/debian/libtinfo6@6.2+20201114-2?arch=amd64&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2013-4392,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190052,27817,pkg:deb/debian/libudev1@247.3-7+deb11u1?arch=amd64&upstream=systemd&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2020-13529,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190052,27817,pkg:deb/debian/libudev1@247.3-7+deb11u1?arch=amd64&upstream=systemd&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-3821,New,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190052,27817,pkg:deb/debian/libudev1@247.3-7+deb11u1?arch=amd64&upstream=systemd&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-0563,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190054,27817,pkg:deb/debian/libuuid1@2.36.1-8+deb11u1?arch=amd64&upstream=util-linux&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2016-9085,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190055,27817,pkg:deb/debian/libwebp6@0.6.1-2.1?arch=amd64&upstream=libwebp&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2016-3709,New - packge version change,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190061,27817,pkg:deb/debian/libxml2@2.9.10+dfsg-6.7+deb11u3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2015-9019,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190063,27817,pkg:deb/debian/libxslt1.1@1.1.34-4+deb11u1?arch=amd64&upstream=libxslt&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2007-5686,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190066,27817,pkg:deb/debian/login@1:4.8.1-1?arch=amd64&upstream=shadow&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2013-4235,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190066,27817,pkg:deb/debian/login@1:4.8.1-1?arch=amd64&upstream=shadow&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-19882,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190066,27817,pkg:deb/debian/login@1:4.8.1-1?arch=amd64&upstream=shadow&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1304,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190067,27817,pkg:deb/debian/logsave@1.46.2-2?arch=amd64&upstream=e2fsprogs&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-0563,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190070,27817,pkg:deb/debian/mount@2.36.1-8+deb11u1?arch=amd64&upstream=util-linux&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-39537,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190071,27817,pkg:deb/debian/ncurses-base@6.2+20201114-2?arch=all&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-29458,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190071,27817,pkg:deb/debian/ncurses-base@6.2+20201114-2?arch=all&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2021-39537,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190072,27817,pkg:deb/debian/ncurses-bin@6.2+20201114-2?arch=amd64&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-29458,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190072,27817,pkg:deb/debian/ncurses-bin@6.2+20201114-2?arch=amd64&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2009-4487,New - packge version change,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190073,27817,pkg:deb/debian/nginx@1.23.2-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2013-0337,New - packge version change,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190073,27817,pkg:deb/debian/nginx@1.23.2-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,Low,wont-fix
CVE-2020-36309,New - packge version change,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190073,27817,pkg:deb/debian/nginx@1.23.2-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-41741,New,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190073,27817,pkg:deb/debian/nginx@1.23.2-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,not-fixed
CVE-2022-41742,New,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190073,27817,pkg:deb/debian/nginx@1.23.2-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,not-fixed
CVE-2007-6755,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190078,27817,pkg:deb/debian/openssl@1.1.1n-0+deb11u3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2010-0928,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190078,27817,pkg:deb/debian/openssl@1.1.1n-0+deb11u3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-2097,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190078,27817,pkg:deb/debian/openssl@1.1.1n-0+deb11u3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2007-5686,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190079,27817,pkg:deb/debian/passwd@1:4.8.1-1?arch=amd64&upstream=shadow&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2013-4235,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190079,27817,pkg:deb/debian/passwd@1:4.8.1-1?arch=amd64&upstream=shadow&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-19882,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190079,27817,pkg:deb/debian/passwd@1:4.8.1-1?arch=amd64&upstream=shadow&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2011-4116,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190080,27817,pkg:deb/debian/perl-base@5.32.1-4+deb11u2?arch=amd64&upstream=perl&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2020-16156,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190080,27817,pkg:deb/debian/perl-base@5.32.1-4+deb11u2?arch=amd64&upstream=perl&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2005-2541,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190085,27817,pkg:deb/debian/tar@1.34+dfsg-1?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-0563,Existing,27817,3161,library/nginx:latest,3,2022-11-15 22:17:26.428000,9190088,27817,pkg:deb/debian/util-linux@2.36.1-8+deb11u1?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2004-0971,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190005,27817,pkg:deb/debian/libgssapi-krb5-2@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-5709,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190005,27817,pkg:deb/debian/libgssapi-krb5-2@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2004-0971,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190011,27817,pkg:deb/debian/libk5crypto3@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-5709,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190011,27817,pkg:deb/debian/libk5crypto3@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2004-0971,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190013,27817,pkg:deb/debian/libkrb5-3@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-5709,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190013,27817,pkg:deb/debian/libkrb5-3@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2004-0971,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190014,27817,pkg:deb/debian/libkrb5support0@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-5709,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190014,27817,pkg:deb/debian/libkrb5support0@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2009-4487,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190073,27817,pkg:deb/debian/nginx@1.23.2-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2013-0337,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190073,27817,pkg:deb/debian/nginx@1.23.2-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,Low,wont-fix
CVE-2020-36309,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190073,27817,pkg:deb/debian/nginx@1.23.2-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-41741,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190073,27817,pkg:deb/debian/nginx@1.23.2-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,not-fixed
CVE-2022-41742,Removed,27817,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,9190073,27817,pkg:deb/debian/nginx@1.23.2-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,not-fixed
CVE-2011-3374,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054030,37853,pkg:deb/debian/apt@2.2.4?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-3715,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054033,37853,pkg:deb/debian/bash@5.1-2+deb11u1?arch=amd64&distro=debian-11,,debian:distro:debian:11,Unknown,wont-fix
CVE-2022-0563,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054034,37853,pkg:deb/debian/bsdutils@1:2.36.1-8+deb11u1?arch=amd64&upstream=util-linux%402.36.1-8+deb11u1&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2016-2781,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054036,37853,pkg:deb/debian/coreutils@8.32-4+b1?arch=amd64&upstream=coreutils%408.32-4&distro=debian-11,,debian:distro:debian:11,Low,wont-fix
CVE-2017-18018,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054036,37853,pkg:deb/debian/coreutils@8.32-4+b1?arch=amd64&upstream=coreutils%408.32-4&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-1010025,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054066,37853,pkg:deb/debian/libc6@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-22922,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054037,37853,pkg:deb/debian/curl@7.74.0-1.3+deb11u3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-22923,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054037,37853,pkg:deb/debian/curl@7.74.0-1.3+deb11u3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-32221,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054037,37853,pkg:deb/debian/curl@7.74.0-1.3+deb11u3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Critical,not-fixed
CVE-2022-42916,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054037,37853,pkg:deb/debian/curl@7.74.0-1.3+deb11u3?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,not-fixed
CVE-2022-1304,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054044,37853,pkg:deb/debian/e2fsprogs@1.46.2-2?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2011-3374,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054057,37853,pkg:deb/debian/libapt-pkg6.0@2.2.4?arch=amd64&upstream=apt&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-0563,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054061,37853,pkg:deb/debian/libblkid1@2.36.1-8+deb11u1?arch=amd64&upstream=util-linux&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2010-4756,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054065,37853,pkg:deb/debian/libc-bin@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20796,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054065,37853,pkg:deb/debian/libc-bin@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-31782,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054078,37853,pkg:deb/debian/libfreetype6@2.10.4+dfsg-1+deb11u1?arch=amd64&upstream=freetype&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-1010022,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054065,37853,pkg:deb/debian/libc-bin@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-1010023,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054065,37853,pkg:deb/debian/libc-bin@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-1010024,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054065,37853,pkg:deb/debian/libc-bin@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-1010025,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054065,37853,pkg:deb/debian/libc-bin@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-9192,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054065,37853,pkg:deb/debian/libc-bin@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2010-4756,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054066,37853,pkg:deb/debian/libc6@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20796,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054066,37853,pkg:deb/debian/libc6@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-1010022,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054066,37853,pkg:deb/debian/libc6@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-1010023,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054066,37853,pkg:deb/debian/libc6@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-1010024,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054066,37853,pkg:deb/debian/libc6@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-2519,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054129,37853,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-9192,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054066,37853,pkg:deb/debian/libc6@2.31-13+deb11u5?arch=amd64&upstream=glibc&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1304,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054068,37853,pkg:deb/debian/libcom-err2@1.46.2-2?arch=amd64&upstream=e2fsprogs&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2021-22922,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054070,37853,pkg:deb/debian/libcurl4@7.74.0-1.3+deb11u3?arch=amd64&upstream=curl&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-22923,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054070,37853,pkg:deb/debian/libcurl4@7.74.0-1.3+deb11u3?arch=amd64&upstream=curl&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-32221,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054070,37853,pkg:deb/debian/libcurl4@7.74.0-1.3+deb11u3?arch=amd64&upstream=curl&distro=debian-11,,debian:distro:debian:11,Critical,not-fixed
CVE-2022-42916,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054070,37853,pkg:deb/debian/libcurl4@7.74.0-1.3+deb11u3?arch=amd64&upstream=curl&distro=debian-11,,debian:distro:debian:11,High,not-fixed
CVE-2019-8457,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054071,37853,pkg:deb/debian/libdb5.3@5.3.28+dfsg1-0.8?arch=amd64&upstream=db5.3&distro=debian-11,,debian:distro:debian:11,Critical,wont-fix
CVE-2013-0340,Existing,37853,27817,library/nginx:latest,3,2022-12-15 22:05:30.555000,13054074,37853,pkg:deb/debian/libexpat1@2.2.10-2+deb11u5?arch=amd64&upstream=expat&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
